acceleration;velocity;distance_traveled;turn_radius
97.16004241412574;349.7160042414126;34.97160042414126;4892.051344903188
96.39002555510972;359.35500679692353;70.90710110383361;5165.440836400679
95.59195859433922;368.9142026563575;107.79852136946937;5443.90755686304
94.76663465191822;378.3908661215493;145.6376079816243;5727.18590256865
93.91487833366993;387.7823539549163;184.41584337711595;6015.006161552639
93.03754385510301;397.08610834042656;224.1244542111586;6307.095097477799
92.13551309807512;406.29965965023405;264.754420176182;6603.176537275841
91.20969360804649;415.42062901103867;306.29648307728587;6902.971960317081
90.26101654000884;424.4467306650396;348.74115614378985;7206.201086889627
89.2904345613189;433.37577412117145;392.078733555907;7512.582463804984
88.2989197197563;442.2056660931471;436.29930016522167;7821.834044995357
87.28746128516686;450.93441222166376;481.392741387388;8133.673765027896
86.25706357304361;459.5601185789681;527.3487532452848;8447.82010353261
85.20874375833803;468.0809929548019;574.1568525407649;8763.992638622132
84.14352968768891;476.49534592357077;621.806387133122;9081.912587472934
83.06245769810357;484.8015916933811;670.2865463024601;9401.303332337433
81.96657044993006;492.9982487383741;719.5863711762976;9721.890930364152
80.85691478172234;501.08394021654635;769.6947651979522;10043.404605717576
79.73453959432403;509.05739417597874;820.60050461555;10365.577222609512
78.60049377118615;516.9174435530973;872.2922489708598;10688.14573797878
77.45582414158973;524.6630259672563;924.7585515675854;11010.851632684717
76.30157349307316;532.2931833165636;977.9878698992418;11333.44132021123
75.13877863896614;539.8070611804602;1031.968576017288;11655.666532011404
73.9684685465121;547.2039080351115;1086.6889668207991;11977.284678755947
72.79166253062553;554.483074288174;1142.1372742496164;12298.059186882587
71.60936851787746;561.6440111399617;1198.3016753636125;12617.759809975414
70.4225813848409;568.6862692784457;1255.1703022914571;12936.162914633474
69.23228137445852;575.6094974158916;1312.7312520330463;13253.051740615014
68.03943259362208;582.4134406752538;1370.9725961005718;13568.216635167497
66.8449815946798;589.0979388347218;1429.882389984044;13881.455261572706
65.64985604311792;595.6629244390336;1489.4486824279475;14192.572782050476
64.4549634731988;602.1084207863536;1549.6595245065828;14501.382015273464
63.26119013288273;608.4345397996418;1610.502978486547;14807.703568848076
62.069399918917355;614.6414797915336;1671.9671264657002;15111.365947213048
60.880433402549414;620.7295231317885;1734.040078778879;15412.2056354967
59.695106945900115;626.6990338263785;1796.7099821615168;15710.067159956649
58.514211908650914;632.5504550172435;1859.9650276632412;16004.803125700872
57.33851394431147;638.2843064116746;1923.7934583044087;16296.274232457301
56.16875238498788;643.9011816501734;1988.183576469426;16584.349269219583
55.00563971323838;649.4017456214972;2053.123751031576;16868.90508864991
53.849861119296364;654.7867317334268;2118.6024242049184;17149.826562165705
52.70207414165707;660.0569391475925;2184.608118119678;17427.006516675545
51.562908388766466;665.2132299864692;2251.129441118325;17700.345653961245
50.432965339316915;670.2565265204008;2318.155093770365;17969.75245372771
49.312818218446225;675.1878083422455;2385.6738746045894;18235.14306136019
-58.157995901043506;669.3720087521411;2452.6110754798037;17922.35544403506
-56.66163015702584;663.7058457364385;2518.9816600534477;17620.217986588843
-55.215147832575035;658.184330953181;2584.800093148766;17328.26454049146
-53.816383870428815;652.802692566138;2650.0803624053797;17046.05421686399
-52.46329005131391;647.5563635610066;2714.8359987614804;16773.169759534183
-51.15392748954898;642.4409708120517;2779.0800958426858;16509.216039117255
-49.886459685758446;637.4523248434758;2842.8253283270333;16253.818657934089
-48.65914608986939;632.5864102344889;2906.083969350482;16006.622656534282
-47.470336131950084;627.8393766212939;2968.867907012612;15767.291313448597
-46.31846368238395;623.2075302530556;3031.1886600379175;15535.505030564525
-45.202041906404816;618.6873260624151;3093.057392644159;15310.960297210444
-44.11965848119678;614.2753602142955;3154.4849286655885;15093.368726656097
-43.06997114661944;609.9683630996335;3215.481764975552;14882.456159297853
-42.05170356319543;605.763192743314;3276.0580842498834;14677.961827302935
-41.06364145332042;601.656828597982;3336.223767109682;14479.637575943258
-40.10462900375281;597.6463656976067;3395.9884036794424;14287.247137262297
-39.17356550933731;593.729009146673;3455.3613045941097;14100.565452091603
-38.26940223963127;589.9020689227099;3514.351511486381;13919.378036771743
-37.39113951165719;586.1629549715442;3572.9678069835354;13743.480391238902
-36.53782395341319;582.5091725762029;3631.2187242411555;13572.677445416502
-35.70854594405167;578.9383179817977;3689.1125560393352;13406.783041103725
-34.90243721779771;575.448074260018;3746.657363465337;13245.619446782526
-34.118668619734486;572.0362073980446;3803.8609842051414;13089.016902973544
-33.356448002543424;568.7005625977902;3860.7310404649206;12936.813195961724
-32.61501825416257;565.4390607723739;3917.274946542158;12788.853257885774
-31.893655447123447;562.2496952276615;3973.499916064924;12644.98879134393
-31.191667101055316;559.130528517556;4029.41296891668;12505.077916812857
-30.508390550509766;556.0796894625049;4085.02093786293;12368.984841308637
-29.843191410866375;553.0953703214183;4140.330474895072;12236.579546839474
-29.195462135635463;550.1758241078547;4195.348057305858;12107.737497310285
-28.56462065898259;547.3193620419564;4250.079993510053;11982.339362640567
-27.950109117765685;544.5243511301799;4304.532428623071;11860.270758949737
-27.351392647802097;541.7892118653997;4358.7113498096105;11741.42200374924
-26.767958249475274;539.1124160404522;4412.622591413656;11625.687885158946
-26.199313718150574;536.4924846686372;4466.271839880519;11512.967444237116
-25.64498663520021;533.9279860051172;4519.664638481031;11403.163769579225
-25.10452341574127;531.417533663543;4572.806391847385;11296.183803401718
-24.577488409470476;528.959784822596;4625.702370329645;11191.938158382683
-24.06346305123726;526.5534385174723;4678.357714181393;11090.340944582938
-23.562045058233664;524.1972340116489;4730.7774375825575;10991.309605818535
